,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Profit Margin,Month Date,Weekday
5319,Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,3396.12,72,281,295734.0,Online,2021,November,105243.41637010674,11,Monday
5320,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,1654.52,72,137,144076.0,Online,2021,October,105164.96350364965,10,Thursday
5321,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,2960.72,72,245,257819.0,Online,2021,May,105232.24489795919,5,Wednesday
5322,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,1219.12,72,101,106161.0,Online,2021,November,105109.900990099,11,Saturday
5323,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,3221.96,72,266,280568.0,Online,2021,January,105476.69172932331,1,Tuesday
5324,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,2873.64,72,238,250237.0,Online,2021,January,105141.59663865546,1,Saturday
5325,Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,2960.72,72,245,257819.0,Online,2021,September,105232.24489795919,9,Friday
5326,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,2786.56,72,230,242654.0,Online,2021,November,105501.7391304348,11,Saturday
5327,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,5137.72,72,425,447393.0,Online,2021,November,105268.94117647059,11,Saturday
5328,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,1219.12,72,101,106161.0,Online,2021,March,105109.900990099,3,Tuesday
5329,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,4092.7599999999998,72,338,356398.0,Online,2021,April,105443.19526627219,4,Saturday
5330,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,3134.88,72,259,272985.0,Online,2021,August,105399.6138996139,8,Tuesday
5331,Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,3657.36,72,302,318483.0,Online,2021,July,105457.94701986756,7,Tuesday
5332,Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Apparel,5311.88,72,439,462559.0,Online,2021,December,105366.51480637814,12,Monday
5333,Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,3396.12,72,281,295734.0,Online,2021,March,105243.41637010674,3,Saturday
5334,Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Apparel,5224.8,72,432,454976.0,Online,2021,November,105318.51851851853,11,Sunday
5335,Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,2089.92,72,173,181990.0,Online,2021,January,105196.53179190752,1,Sunday
5336,Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,3570.2799999999997,72,295,310900.0,Online,2021,September,105389.83050847458,9,Monday
5337,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,4528.16,72,374,394312.0,Online,2021,October,105431.01604278074,10,Tuesday
5338,Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,4789.4,72,396,417061.0,Online,2021,May,105318.43434343435,5,Monday
5339,Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,4441.08,72,367,386729.0,Online,2021,August,105375.74931880108,8,Wednesday
5340,Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,2438.24,72,202,212322.0,Outlet,2021,October,105109.900990099,10,Sunday
5341,Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,3744.44,72,310,326066.0,Outlet,2021,November,105182.58064516129,11,Monday
5342,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,3744.44,72,310,326066.0,Outlet,2021,June,105182.58064516129,6,Wednesday
5343,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,2786.56,72,230,242654.0,Outlet,2021,August,105501.7391304348,8,Wednesday
5344,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,1654.52,72,137,144076.0,Outlet,2021,January,105164.96350364965,1,Sunday
5345,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,2264.08,72,187,197156.0,Outlet,2021,January,105431.01604278074,1,Sunday
5346,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,2960.72,72,245,257819.0,Outlet,2021,June,105232.24489795919,6,Tuesday
5347,Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,2873.64,72,238,250237.0,Outlet,2021,February,105141.59663865546,2,Friday
5348,Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,3744.44,72,310,326066.0,Outlet,2021,August,105182.58064516129,8,Wednesday
5349,Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,3483.2,72,288,303317.0,Outlet,2021,September,105318.40277777778,9,Friday
5350,Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,5137.72,70,413,447393.0,Online,2021,November,108327.602905569,11,Monday
5351,West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,4092.7599999999998,70,329,356398.0,Online,2020,January,108327.6595744681,1,Monday
5352,Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,4005.68,70,322,348815.0,Online,2021,December,108327.63975155281,12,Tuesday
5353,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,5486.04,70,441,477724.0,Online,2021,October,108327.43764172334,10,Sunday
5354,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,3657.36,70,294,318483.0,Online,2021,September,108327.55102040817,9,Saturday
5355,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,2089.92,70,168,181990.0,Online,2021,February,108327.38095238096,2,Thursday
5356,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,3831.52,70,308,333649.0,Online,2021,May,108327.5974025974,5,Wednesday
5357,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,1567.44,70,126,136493.0,Online,2021,April,108327.77777777778,4,Sunday
5358,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,3396.12,70,273,295734.0,Online,2021,February,108327.47252747254,2,Thursday
5359,Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,1567.44,70,126,136493.0,Online,2021,February,108327.77777777778,2,Sunday
5360,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,5921.44,70,476,515639.0,Online,2021,November,108327.52100840338,11,Saturday
5361,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,3396.12,70,273,295734.0,Online,2021,June,108327.47252747254,6,Saturday
5362,Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,4789.4,70,385,417061.0,Online,2021,October,108327.53246753248,10,Tuesday
5363,Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,2525.32,70,203,219905.0,Online,2021,January,108327.58620689655,1,Wednesday
5364,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,2525.32,70,203,219905.0,Online,2021,January,108327.58620689655,1,Sunday
5365,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Apparel,4354.0,70,350,379146.0,Online,2021,May,108327.42857142858,5,Monday
5366,Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,3309.04,70,266,288151.0,Online,2021,January,108327.44360902256,1,Sunday
5367,Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Apparel,5486.04,70,441,477724.0,Online,2021,November,108327.43764172334,11,Sunday
5368,Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,3657.36,70,294,318483.0,Online,2021,March,108327.55102040817,3,Wednesday
5369,Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,2786.56,70,224,242654.0,Outlet,2021,October,108327.67857142858,10,Wednesday
5370,West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,3221.96,70,259,280568.0,Outlet,2020,January,108327.41312741314,1,Sunday
5371,Foot Locker,1185732,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,2002.84,70,161,174407.0,Outlet,2021,May,108327.32919254659,5,Saturday
5372,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,3221.96,70,259,280568.0,Outlet,2021,September,108327.41312741314,9,Saturday
5373,West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,2960.72,70,238,257819.0,Outlet,2021,April,108327.31092436975,4,Saturday
5374,Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,1306.2,70,105,113744.0,Outlet,2021,March,108327.61904761905,3,Friday
5375,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,870.8,70,70,75829.0,Outlet,2021,April,108327.14285714286,4,Tuesday
5376,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,1393.28,70,112,121327.0,Outlet,2021,January,108327.67857142858,1,Saturday
5377,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,2264.08,70,182,197156.0,Outlet,2021,June,108327.47252747254,6,Tuesday
5378,Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,2089.92,70,168,181990.0,Outlet,2021,February,108327.38095238096,2,Monday
5379,Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,3221.96,70,259,280568.0,Outlet,2021,January,108327.41312741314,1,Thursday
5380,Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Apparel,4179.84,70,336,363980.0,Outlet,2021,September,108327.38095238096,9,Friday
5381,Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,3657.36,70,294,318483.0,Outlet,2021,February,108327.55102040817,2,Monday
5382,Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,3570.2799999999997,69,283,310900.0,Online,2021,June,109858.65724381627,6,Saturday
5383,Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,4789.4,69,380,417061.0,Online,2021,December,109752.8947368421,12,Tuesday
5384,West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,5050.64,69,400,439810.0,Online,2020,April,109952.50000000001,4,Saturday
5385,Sports Direct,1197831,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,3396.12,69,269,295734.0,Online,2021,March,109938.28996282528,3,Friday
5386,Foot Locker,1185732,2021-07-07,Midwest,Nebraska,Omaha,Women's Apparel,3831.52,69,304,333649.0,Online,2021,July,109752.96052631579,7,Wednesday
5387,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,3570.2799999999997,69,283,310900.0,Online,2021,March,109858.65724381627,3,Saturday
5388,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,5398.96,69,428,470141.0,Online,2021,May,109846.02803738316,5,Thursday
5389,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,4528.16,69,359,394312.0,Online,2021,March,109836.21169916434,3,Tuesday
5390,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,5137.72,69,407,447393.0,Online,2021,April,109924.57002457001,4,Saturday
5391,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,4092.7599999999998,69,324,356398.0,Online,2021,May,109999.38271604938,5,Tuesday
5392,Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,4615.24,69,366,401895.0,Online,2021,October,109807.37704918033,10,Saturday
5393,Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,4179.84,69,331,363980.0,Online,2021,April,109963.74622356496,4,Tuesday
5394,Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Women's Street Footwear,3309.04,69,262,288151.0,Online,2021,July,109981.29770992366,7,Wednesday
5395,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,2002.84,69,159,174407.0,Online,2021,March,109689.93710691822,3,Friday
5396,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,1219.12,69,97,106161.0,Online,2021,September,109444.32989690722,9,Sunday
5397,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,4092.7599999999998,69,324,356398.0,Online,2021,August,109999.38271604938,8,Friday
5398,Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,2002.84,69,159,174407.0,Online,2021,February,109689.93710691822,2,Tuesday
5399,Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Apparel,4005.68,69,317,348815.0,Online,2021,May,110036.27760252365,5,Friday
5400,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,2873.64,69,228,250237.0,Online,2021,November,109753.0701754386,11,Wednesday
5401,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,2351.16,69,186,204739.0,Online,2021,March,110074.7311827957,3,Tuesday
5402,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,2873.64,69,228,250237.0,Online,2021,June,109753.0701754386,6,Thursday
5403,Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,2351.16,69,186,204739.0,Online,2021,February,110074.7311827957,2,Monday
5404,Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,2525.32,69,200,219905.0,Online,2021,March,109952.50000000001,3,Saturday
5405,Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,4092.7599999999998,69,324,356398.0,Online,2021,May,109999.38271604938,5,Thursday
5406,Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Apparel,2873.64,69,228,250237.0,Online,2021,January,109753.0701754386,1,Sunday
5407,Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Street Footwear,3309.04,69,262,288151.0,Online,2021,June,109981.29770992366,6,Tuesday
5408,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,3134.88,69,248,272985.0,Online,2021,April,110074.59677419353,4,Sunday
5409,Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,3657.36,69,290,318483.0,Online,2021,August,109821.72413793103,8,Saturday
5410,Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,4266.92,69,338,371563.0,Online,2021,March,109929.88165680475,3,Wednesday
5411,Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,3221.96,68,252,280568.0,Online,2021,June,111336.50793650793,6,Monday
5412,Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,3570.2799999999997,68,279,310900.0,Online,2021,October,111433.6917562724,10,Saturday
5413,Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,3831.52,68,299,333649.0,Online,2021,November,111588.29431438127,11,Tuesday
5414,Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,3221.96,68,252,280568.0,Online,2020,November,111336.50793650793,11,Monday
5415,Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,2786.56,68,218,242654.0,Online,2021,May,111309.1743119266,5,Wednesday
5416,Sports Direct,1197831,2021-08-11,South,Alabama,Birmingham,Men's Apparel,3309.04,68,258,288151.0,Online,2021,August,111686.43410852713,8,Wednesday
5417,Amazon,1185732,2021-10-17,Northeast,Maine,Portland,Women's Apparel,3309.04,68,258,288151.0,Online,2021,October,111686.43410852713,10,Sunday
5418,Amazon,1185732,2021-12-23,Northeast,Maine,Portland,Women's Street Footwear,3570.2799999999997,68,279,310900.0,Online,2021,December,111433.6917562724,12,Thursday
5419,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,4528.16,68,354,394312.0,Online,2021,December,111387.57062146893,12,Friday
5420,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,4615.24,68,360,401895.0,Online,2021,August,111637.5,8,Saturday
5421,Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,4702.32,68,367,409478.0,Online,2021,January,111574.38692098092,1,Sunday
5422,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,4528.16,68,354,394312.0,Online,2021,May,111387.57062146893,5,Tuesday
5423,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,2786.56,68,218,242654.0,Online,2021,October,111309.1743119266,10,Monday
5424,West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,3570.2799999999997,68,279,310900.0,Online,2021,January,111433.6917562724,1,Sunday
5425,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,4092.7599999999998,68,320,356398.0,Online,2021,March,111374.37500000001,3,Monday
5426,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,4441.08,68,347,386729.0,Online,2021,June,111449.2795389049,6,Wednesday
5427,Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,3657.36,68,286,318483.0,Online,2021,May,111357.69230769231,5,Sunday
5428,Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,4266.92,68,333,371563.0,Online,2021,December,111580.48048048049,12,Tuesday
5429,Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Apparel,4702.32,68,367,409478.0,Online,2021,December,111574.38692098092,12,Tuesday
5430,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,1219.12,68,95,106161.0,Online,2021,April,111748.42105263157,4,Tuesday
5431,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Apparel,2002.84,68,156,174407.0,Online,2021,September,111799.35897435898,9,Sunday
5432,Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Men's Apparel,2786.56,68,218,242654.0,Online,2021,February,111309.1743119266,2,Sunday
5433,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,5050.64,68,394,439810.0,Online,2021,May,111626.90355329949,5,Thursday
5434,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,2089.92,68,163,181990.0,Online,2021,February,111650.30674846626,2,Tuesday
5435,Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Apparel,4266.92,68,333,371563.0,Online,2021,April,111580.48048048049,4,Friday
5436,Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Street Footwear,1654.52,68,129,144076.0,Online,2021,January,111686.82170542637,1,Wednesday
5437,Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Apparel,1219.12,68,95,106161.0,Online,2021,February,111748.42105263157,2,Saturday
5438,Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Apparel,1741.6,68,136,151659.0,Online,2021,March,111513.97058823529,3,Friday
5439,Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Women's Street Footwear,3134.88,68,245,272985.0,Online,2021,July,111422.44897959183,7,Monday
5440,West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,2873.64,68,224,250237.0,Online,2021,October,111712.94642857142,10,Sunday
5441,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,3657.36,68,286,318483.0,Online,2021,July,111357.69230769231,7,Friday
5442,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Apparel,3134.88,68,245,272985.0,Online,2021,September,111422.44897959183,9,Saturday
5443,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Street Footwear,1654.52,68,129,144076.0,Online,2021,April,111686.82170542637,4,Saturday
5444,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Apparel,3657.36,68,286,318483.0,Online,2021,May,111357.69230769231,5,Tuesday
5445,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Apparel,4266.92,68,333,371563.0,Online,2021,August,111580.48048048049,8,Tuesday
5446,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Street Footwear,2089.92,68,163,181990.0,Online,2021,September,111650.30674846626,9,Saturday
5447,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Athletic Footwear,2960.72,68,231,257819.0,Online,2021,January,111609.95670995672,1,Sunday
5448,Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,3396.12,68,265,295734.0,Online,2021,March,111597.73584905661,3,Saturday
5449,Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Apparel,2873.64,68,224,250237.0,Online,2021,April,111712.94642857142,4,Wednesday
5450,Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,3570.2799999999997,68,279,310900.0,Online,2021,May,111433.6917562724,5,Thursday
5451,Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Apparel,4092.7599999999998,68,320,356398.0,Online,2021,May,111374.37500000001,5,Thursday
5452,Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,5398.96,68,422,470141.0,Online,2021,October,111407.81990521327,10,Friday
5453,Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,4179.84,68,326,363980.0,Online,2021,November,111650.30674846626,11,Sunday
5454,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,2525.32,68,197,219905.0,Online,2021,March,111626.90355329949,3,Wednesday
5455,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,3570.2799999999997,68,279,310900.0,Online,2021,August,111433.6917562724,8,Wednesday
5456,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,5224.8,68,408,454976.0,Online,2021,November,111513.72549019608,11,Thursday
5457,Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,4876.48,68,381,424644.0,Online,2021,December,111455.11811023623,12,Monday
5458,Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,3309.04,68,258,288151.0,Online,2021,January,111686.43410852713,1,Sunday
5459,Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,2786.56,68,218,242654.0,Online,2021,February,111309.1743119266,2,Monday
5460,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,3657.36,68,286,318483.0,Online,2021,June,111357.69230769231,6,Tuesday
5461,Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Apparel,4615.24,68,360,401895.0,Online,2021,July,111637.5,7,Tuesday
5462,Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,4528.16,68,354,394312.0,Online,2021,January,111387.57062146893,1,Thursday
5463,Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,4266.92,68,333,371563.0,Online,2021,August,111580.48048048049,8,Wednesday
5464,Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,4266.92,68,333,371563.0,Online,2021,April,111580.48048048049,4,Sunday
5465,Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,2960.72,68,231,257819.0,Outlet,2021,October,111609.95670995672,10,Saturday
5466,Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,3047.7999999999997,68,238,265402.0,Outlet,2021,December,111513.44537815126,12,Thursday
5467,Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,3744.44,68,292,326066.0,Outlet,2021,December,111666.43835616439,12,Wednesday
5468,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,3657.36,68,286,318483.0,Outlet,2021,May,111357.69230769231,5,Tuesday
5469,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,2786.56,68,218,242654.0,Outlet,2021,April,111309.1743119266,4,Saturday
5470,West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,2612.4,68,204,227488.0,Outlet,2021,January,111513.72549019608,1,Sunday
5471,West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,2873.64,68,224,250237.0,Outlet,2021,January,111712.94642857142,1,Sunday
5472,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,3047.7999999999997,68,238,265402.0,Outlet,2021,January,111513.44537815126,1,Saturday
5473,Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,2264.08,68,177,197156.0,Outlet,2021,February,111387.57062146893,2,Tuesday
5474,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,3309.04,68,258,288151.0,Outlet,2021,March,111686.43410852713,3,Monday
5475,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,1915.76,68,150,166824.0,Outlet,2021,October,111216.00000000001,10,Thursday
5476,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,2786.56,68,218,242654.0,Outlet,2021,March,111309.1743119266,3,Wednesday
5477,Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,2873.64,68,224,250237.0,Outlet,2021,July,111712.94642857142,7,Tuesday
5478,Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,3309.04,68,258,288151.0,Outlet,2021,October,111686.43410852713,10,Friday
5479,Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,3221.96,68,252,280568.0,Outlet,2021,November,111336.50793650793,11,Sunday
5480,Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,3134.88,68,245,272985.0,Outlet,2021,November,111422.44897959183,11,Sunday
5481,Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,2699.48,68,211,235071.0,Outlet,2021,March,111408.05687203792,3,Saturday
5482,Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,2960.72,68,231,257819.0,Outlet,2021,May,111609.95670995672,5,Thursday
5483,Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,2612.4,68,204,227488.0,Outlet,2021,May,111513.72549019608,5,Thursday
5484,Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,3221.96,68,252,280568.0,Outlet,2021,October,111336.50793650793,10,Friday
